match_id,team,number,player
12,TUN,55,TOUMI Ghassen
12,TUN,66,JBELI Islem
12,TUN,69,JABALLAH Jihed
12,TUN,7,MAJDOUB Ramzi
12,TUN,71,DARMOUL Mohamed Amine
12,TUN,77,ZAIED Skander
12,TUN,92,JAZIRI Oussama
12,TUN,94,HARBAOUI Mehdi Sadri
12,TUN,96,BEN ABDALLAH Anouar
12,TUN,97,MARGHELI Achraf
13,GER,1,BITTER Johannes
13,GER,12,HEINEVETTER Silvio
13,GER,15,KNORR Juri
13,GER,18,FIRNHABER Sebastian
13,GER,20,WEBER Philipp
13,GER,22,MICHALZCIK Marian
13,GER,25,HAFNER Kai
13,GER,3,GENSHEIMER Uwe
13,GER,31,SCHILLER Marcel
13,GER,35,KUHN Julius
13,GER,38,BOHM Fabian
13,GER,4,GOLLA Johannes
13,GER,73,KASTENING Timo
13,GER,77,SCHMIDT David
13,GER,9,REICHMANN Tobias
13,GER,95,DRUX Paul
13,URU,1,NAVARRETE GAMBINO Luis Felipe
13,URU,10,SPANGENBERG TORRE Gabriel
13,URU,11,FALABRINO MEDINA Diego
13,URU,13,CANCIO CASAS Maximo Esteban
13,URU,15,MENDEZ SUAREZ Bruno Valentin
13,URU,16,GONZALEZ ALLOZA Felipe Alfonso
13,URU,17,MORANDEIRA Diego
13,URU,19,BOTEJARA MERINGOLO Rodrigo Javier
13,URU,2,CHAPARRO ALMADA Gabriel
13,URU,20,RUBBO RODRIGUEZ Federico
13,URU,24,VELAZCO FERNANDEZ Alejandro Martin
13,URU,34,GOYOAGA ALONSO Geronimo
13,URU,36,ROSTAGNO RIOS Christian David
13,URU,4,LISTON GALBARINI Facundo Manuel
13,URU,74,MILLAN FLORES Guillermo
13,URU,9,FABRA GENTILE Nicolas Gonzalo
14,CPV,1,ALMEIDA Luis
14,CPV,12,FERNANDES Elcio
14,CPV,13,MORENO Paulo
14,CPV,15,PEREIRA Alexandre
14,CPV,19,FURTADO Admilson Estaliny
14,CPV,2,dos SANTOS Gil Baiano
14,CPV,29,LANDIM Felisberto
14,CPV,3,PINA Delcio
14,CPV,44,FURTADO Gualther
14,CPV,5,ARAUJO Edmilson
14,CPV,6,SEMEDO Leandro
14,HUN,15,GYORI Matyas
14,HUN,16,MIKLER Roland
14,HUN,17,NAGY Bence
14,HUN,2,SIPOS Adrian
14,HUN,20,ROSTA Miklos
14,HUN,22,SUNAJKO Stefan
14,HUN,23,MATHE Dominik
14,HUN,24,BORBELY Adam
14,HUN,27,BANHIDI Bence
14,HUN,3,TOPIC Petar
14,HUN,30,SZITA Zoltan
14,HUN,33,ANCSIN Gabor
14,HUN,47,HORNYAK Peter
14,HUN,66,LEKAI Mate
14,HUN,77,HANUSZ Egon
14,HUN,9,BALOGH Zsolt
15,ANG,10,NASCIMENTO Manuel Antonio Domingos
15,ANG,13,TATI Mario De Jesus Ntida
15,ANG,14,CHICOLA Claudio A. Patricio
15,ANG,15,PANZO Mayomona Antonio
15,ANG,16,MUACHISSENGUE Giovany R. De Nelumba
15,ANG,2,QUITONGO Agnelo Adao Tavares
15,ANG,20,GOUVEIA Custodio Joao
15,ANG,21,PESTANA Adelino Anderson
15,ANG,22,ANTONIO Elias
15,ANG,3,AGUIAR Jaroslav Catraio Joao De
15,ANG,4,TECA Gabriel Massuca
15,ANG,5,HEBO Rome Antonio Diogo
15,ANG,7,LOPES Claudio Carneiro
15,ANG,79,FERREIRA Edvaldo L. Da Silva
15,ANG,8,PASCOAL Otiniel A. Cachacha
15,ANG,9,MANECO Adilson Bruno Celestino
15,QAT,10,MARZO Frankis
15,QAT,12,SARIC Danijel
15,QAT,13,ABIDI Mohamed
15,QAT,19,SASSI Marwan
15,QAT,2,ALKRAD Mustafa
15,QAT,20,DAMJANOVIC Jovo
15,QAT,23,BERRACHED Allaedine
15,QAT,33,ROMANE Houssem
15,QAT,37,SAMI Yassine
15,QAT,4,MABROUK Hassan
15,QAT,44,GUEHIS Amine
15,QAT,66,ABDELFATTAH Omar
15,QAT,7,MADADI Ahmad
15,QAT,81,DHIAB Amor
15,QAT,86,HASSABALLA Mahmoud
15,QAT,94,ZAKKAR Ameen
16,CRO,12,PESIC Ivan
16,CRO,13,HORVAT Zlatko
16,CRO,17,SARAC Josip
16,CRO,26,STRLEK Manuel
16,CRO,27,CUPIC Ivan
16,CRO,28,MUSA Zeljko
16,CRO,3,MARIC Marino
16,CRO,30,MAMIC Marko
16,CRO,31,SEBETIC Luka
16,CRO,33,CINDRIC Luka
16,CRO,34,BROZOVIC Ilija
16,CRO,35,SUNJIC Mate
16,CRO,39,MANDIC David
16,CRO,5,DUVNJAK Domagoj
16,CRO,51,MARTINOVIC Ivan
16,CRO,53,SIPIC Marin
16,JPN,12,IWASHITA Yuta
16,JPN,13,KASAHARA Kenya
16,JPN,14,KITAZUME Asumi
16,JPN,18,NARITA Kohei
16,JPN,19,TOKUDA Shinnosuke
16,JPN,20,WATANABE Jin
16,JPN,21,DOI Remi Anri
16,JPN,22,SAKAI Motoki
16,JPN,25,MOTOKI Hiroki
16,JPN,27,TAMAKAWA Hiroyasu
16,JPN,31,YOSHINO Tatsuki
16,JPN,33,AGARIE Yuto
16,JPN,36,DEMURA Naotsugu
16,JPN,38,MIZUMACHI Kotaro
16,JPN,40,TAKANO Sota
16,JPN,41,TOKUDA Rennosuke
17,EGY,11,MOAMEN Ahmed
17,EGY,15,HESHAM Ahmed
17,EGY,24,ELMASRY Ibrahim
17,EGY,25,NAWAR Wisam
17,EGY,31,ELWAKIL Omar
17,EGY,39,ELDERAA Yehia
17,EGY,42,KADDAH Hassan
17,EGY,45,ELDERAA Seif
17,EGY,5,OMAR Yahia
17,EGY,53,YOUSRI Akram
17,EGY,66,ELAHMAR Ahmed
17,EGY,88,HENDAWY Karim
17,EGY,89,MAMDOUH Mohamed
17,EGY,90,ZEIN Ali
17,EGY,91,SANAD Mohammad
17,EGY,96,ELTAYAR Mohamed
17,MKD,1,MITREVSKI Nikola
17,MKD,11,TALESKI Filip
17,MKD,12,TOMOVSKI Martin
17,MKD,17,MARKOSKI Nikola
17,MKD,18,KUZMANOVSKI Filip
17,MKD,19,KOSTESKI Nenad
17,MKD,21,TANKOSKI Mario
17,MKD,28,POPOVSKI Martin
17,MKD,29,GEORGIEVSKI Darko
17,MKD,33,PESHEVSKI Zharko
17,MKD,4,VELKOVSKI Martin
17,MKD,5,STOILOV Stojanche
17,MKD,6,DIMITRIOSKI Dimitar
17,MKD,7,LAZAROV Kiril
17,MKD,8,KUZMANOSKI Cvetan
17,MKD,97,MISHEVSKI Marko
18,CHI,1,BARRIENTOS Felipe
18,CHI,10,FEUCHTMANN Emil
18,CHI,11,SALINAS Esteban
18,CHI,12,GARCIA Felipe
18,CHI,16,GONZALEZ Vicente
18,CHI,17,SALINAS Rodrigo
18,CHI,2,CEBALLOS Sebastian
18,CHI,20,PAVEZ Sebastian
18,CHI,21,FEUCHTMANN Harald
18,CHI,23,CALLEJA Benjamin
18,CHI,29,ONETO Marco
18,CHI,30,AYALA Daniel
18,CHI,4,FEUCHTMANN Erwin
18,CHI,7,REYES Diego
18,CHI,77,DONOSO Victor
18,CHI,9,FRELIJJ Javier
18,SWE,11,PETTERSSON Daniel
18,SWE,12,PALICKA Andreas
18,SWE,15,WANNE Hampus
18,SWE,16,AGGEFORS Mikael
18,SWE,18,PETTERSSON Fredric
18,SWE,19,CLAAR Felix
18,SWE,2,CARLSBOGARD Jonathan
18,SWE,22,PELLAS Lucas
18,SWE,24,GOTTFRIDSSON Jim
18,SWE,26,PERSSON Linus
18,SWE,27,SUNNEFELDT Oskar
18,SWE,28,EDVARDSSON Jonathan
18,SWE,33,SANDELL Lukas
18,SWE,5,DARJ Max
18,SWE,62,CHRINTZ Valter
18,SWE,8,JONSSON Alfred
19,MAR,1,IDRISSI Yassine
19,MAR,10,ZAROILI Mohamed
19,MAR,12,LAAROUSSI Alae
19,MAR,13,HAKIMI Hicham
19,MAR,15,OUZROUR Younes
19,MAR,18,BELLIMAM Lahcen
19,MAR,21,FOUGANI Nacym Hamed
19,MAR,24,EZZINE Mohammed
19,MAR,46,HARCHAOUI Amine
19,MAR,7,REIDA Rezzouki
19,MAR,8,BENTALEB Mohamed Amine
19,MAR,91,ADLI Achraf
19,MAR,92,EL KACHRADI Hassan
19,MAR,93,LAKBI Ryad
19,MAR,94,ISMAILI  ALAOUI Mehdi
19,MAR,99,SLASSI Nabil
19,POR,1,QUINTANA Alfredo
19,POR,10,MARTINS Miguel
19,POR,11,MOREIRA Belone
19,POR,14,SILVA Rui
19,POR,15,SALINA Daymaro
19,POR,16,GOMES Humberto
19,POR,23,BRANQUINHO Diogo
19,POR,25,AREIA Antonio
19,POR,27,GOMES Andre
19,POR,30,FERNANDES Leonel
19,POR,33,SILVA Diogo
19,POR,4,PORTELA Pedro
19,POR,5,DUARTE Gilberto
19,POR,8,ITURRIZA Victor
19,POR,82,FRADE Luis
19,POR,88,MAGALHAES Fabio
20,ALG,12,BENMENNI Abdellah
20,ALG,13,CHEHBOUR Riad
20,ALG,15,SAKER Redouane
20,ALG,18,KAABECHE Hichem
20,ALG,2,NAIM Zohir
20,ALG,21,BOUDJENAH Oussem
20,ALG,22,GHEDBANE Khalifa
20,ALG,23,ABDERAHIM Berriah
20,ALG,36,ABDELKADER Rahim
20,ALG,4,HELLAL Nouredine
20,ALG,44,HADJ SADOK Moustapha
20,ALG,6,BERKOUS Messaoud
20,ALG,7,HICHEM Daoud
20,ALG,77,ARIB Reda
20,ALG,8,HADIDI Aaladine
20,ALG,87,AYOUB Abdi
20,ISL,1,GUSTAVSSON Bjorgvin Pall
20,ISL,11,GISLASON Ymir Orn
20,ISL,13,GUDMUNDSSON Olafur Andres
20,ISL,14,MAGNUSSON Omar Ingi
20,ISL,15,PETERSSON Alexander
20,ISL,17,GUNNARSSON Arnor Thor
20,ISL,18,KRISTJANSSON Gisli Thorgeir
20,ISL,20,BJORGVINSSON Agust Eli
20,ISL,21,ARNARSSON Arnar Freyr
20,ISL,22,GUDJONSSON Sigvaldi Bjorn
20,ISL,23,GRETARSSON Oddur
20,ISL,24,MAGNUSSON Magnus Oli
20,ISL,29,VIDARSSON Ellidi Snaer
20,ISL,7,KRISTJANSSON Viggo
20,ISL,8,ELISSON Bjarki Mar
20,ISL,9,JONSSON Elvar Orn
21,AUT,1,BAUER Thomas
21,AUT,16,KAIPER Florian
21,AUT,20,FRIMMEL Sebastian
21,AUT,24,DICKER Daniel
21,AUT,26,HERBURGER Lukas
21,AUT,28,ZEINER Gerald
21,AUT,30,ZIVKOVIC Boris
21,AUT,4,HERMANN Maximilian
21,AUT,44,RANFTL Julian
21,AUT,55,WAGNER Tobias
21,AUT,57,HUBER Balthasar
21,AUT,6,SCHMID Dominik
21,AUT,72,HUTECEK Lukas
21,AUT,77,STEVANOVIC Nikola
21,AUT,8,WEBER Robert
21,AUT,94,NEUHOLD Christoph
21,FRA,10,MEM Dika
21,FRA,11,TOURNAT Nicolas
21,FRA,12,GERARD Vincent
21,FRA,14,MAHE Kentin
21,FRA,19,ABALO Luc
21,FRA,21,GUIGOU Michael
21,FRA,22,KARABATIC Luka
21,FRA,23,FABREGAS Ludovic
21,FRA,24,PARDIN Wesley
21,FRA,25,DESCAT Hugo
21,FRA,27,DIPANDA Adrien
21,FRA,28,PORTE Valentin
21,FRA,37,ACQUEVILLO Jean Jacques
21,FRA,5,REMILI Nedim
21,FRA,7,LAGARDE Romain
21,FRA,9,RICHARDSON Melvyn
22,NOR,12,SAEVERAS Kristian
22,NOR,15,TONNESEN Kent Robin
22,NOR,17,JONDAL Magnus
22,NOR,18,AAR William
22,NOR,19,BJORNSEN Kristian
22,NOR,23,JOHANNESSEN Goran Sogard
22,NOR,24,O`SULLIVAN Christian
22,NOR,27,REINKIND Harald
22,NOR,30,BERGERUD Torbjorn Sittrup
22,NOR,32,SOLSTAD Thomas
22,NOR,44,GULLIKSEN Kevin Maagero
22,NOR,5,SAGOSEN Sander
22,NOR,7,OVERJORDET Sander
22,NOR,71,BLONZ Alexandre Christoffersen
22,NOR,8,MYRHOL Bjarte
22,NOR,9,JAKOBSEN Henrik
22,SUI,11,SIDOROWICZ Roman
22,SUI,12,GRAZIOLI Leonard
22,SUI,15,RAEMY Nicolas
22,SUI,16,PORTNER Nikola
22,SUI,17,ROTHLISBERGER Samuel
22,SUI,2,SCHMID Andy
22,SUI,24,TOMINEC Nik
22,SUI,29,ZEHNDER Samuel
22,SUI,31,BRINGOLF Aurel
22,SUI,34,MILOSEVIC Alen
22,SUI,36,NOVAK Philip
22,SUI,4,RUBIN Lenny
22,SUI,44,BEN ROMDHANE Medhi
22,SUI,6,TYNOWSKI Cedrie
22,SUI,8,SVAJLEN Michal
22,SUI,9,LIER Marvin
23,BLR,17,KRYVENKA Uladzislau
23,BLR,20,KISHOU Aliaksei
23,BLR,23,YURYNOK Andrei
23,BLR,3,KULESH Uladzislau
23,BLR,33,MAROZ Ivan
23,BLR,43,SELVIASIUK Artsiom
23,BLR,47,PADSHYVALAU Aliaksandr
23,BLR,50,KARALEK Artsem
23,BLR,55,VAILUPAU Mikita
23,BLR,62,SAMOILA Kiryl
23,BLR,7,KULAK Artsiom
23,BLR,74,BOKHAN Viachaslau
23,BLR,8,RUDZ Artur
23,BLR,9,ASTRASHAPKIN Aleh
23,BLR,95,GAYDUCHENKO Vadim
23,BLR,98,ALIOKHIN Mikalai
23,KOR,10,YU Chanmin
23,KOR,13,LEE Junhee
23,KOR,19,BAEK Seunggeon
23,KOR,21,LEE Seungmin
23,KOR,22,LEE Byeongju
23,KOR,23,JEON Youngje
23,KOR,24,KIM Myeongjong
23,KOR,26,KIM Jinyoung
23,KOR,27,YU Myeonghan
23,KOR,28,KIM Jinho
23,KOR,33,KIM Jaesoon
23,KOR,77,LEE Changwoo
23,KOR,83,KANG Jungu
23,KOR,87,KIM Jiun
23,KOR,88,JANG Junyoung
23,KOR,97,KIM Taeung
24,RHF,16,PAVLENKO Dmitrii
24,RHF,17,KOTOV Aleksandr
24,RHF,23,OSTASHCHENKO Roman
24,RHF,27,VASILEV Denis
24,RHF,28,KUDINOV Sergei
24,RHF,30,ERMAKOV Aleksandr
24,RHF,33,SHISHKAREV Daniil
24,RHF,36,IVANOV Sergei
24,RHF,44,SOROKA Igor
24,RHF,5,KISELEV Dmitrii
24,RHF,55,VALIULLIN Azat
24,RHF,78,ANDREEV Pavel
24,RHF,87,KIREEV Viktor
24,RHF,89,ZHITNIKOV Dmitrii
24,RHF,97,FOKIN Aleksei
24,RHF,99,KOSOROTOV Sergei Mark
24,SLO,11,DOLENEC Jure
24,SLO,13,CINGESAR Darko
24,SLO,16,VUJOVIC Miljan
24,SLO,17,CEHTE Nejc
24,SLO,2,SKUBE Stas
24,SLO,21,GAJIC Dragan
24,SLO,22,GABER Matej
24,SLO,23,ZARABEC Miha
24,SLO,26,FERLIN Klemen
24,SLO,3,BLAGOTINSEK Blaz
24,SLO,34,OVNICEK Rok
24,SLO,44,BOMBAC Dean
24,SLO,5,HENIGMAN Nik
24,SLO,51,MACKOVSEK Borut
24,SLO,8,JANC Blaz
24,SLO,95,SUHOLEZNIK Matic
25,ARG,11,MOSCARIELLO Lucas Dario
25,ARG,15,CAROU MARCEL Gonzalo Matias
25,ARG,18,FISCHER Guillermo Jose
25,ARG,19,MARTINEZ CAMI Pedro
25,ARG,2,FERNANDEZ Federico Gaston
25,ARG,20,MARTINEZ Ramiro
25,ARG,22,MOURINO Gaston Alberto
25,ARG,3,PIZARRO Federico
25,ARG,4,SIMONET Sebastian Alejandro
25,ARG,40,MACIEL Leonel Carlos Sergio
25,ARG,5,VAINSTEIN Pablo
25,ARG,7,PIZARRO Ignacio
25,ARG,77,BONANNO Nicolas
25,ARG,8,SIMONET Pablo Ariel
25,ARG,87,BAR Juan Manuel
25,ARG,9,BARONETTO Santiago
25,BRN,11,ALI Abdulla
25,BRN,14,QAMBAR Qasim
25,BRN,15,ABDULREDHA Mohamed
25,BRN,18,FADHUL Ahmed
25,BRN,19,MERZA Mohamed
25,BRN,21,A.HUSAIN Mohamed
25,BRN,25,ALSHUWAIKH Qasim
25,BRN,51,ALMAQABI Ahmed
25,BRN,66,MAHFOODH Komail
25,BRN,7,MERZA Ali
25,BRN,77,ALSALATNA Jasim
25,BRN,88,ALFARDAN Hasan
25,BRN,89,SAAD Mahdi
25,BRN,9,ALSAMAHIJI Hasan
25,BRN,93,AHMED Mohamed
25,BRN,99,ALSAYYAD Husain
26,COD,1,SOBTACDOUG TIETCHOP Berlin
26,COD,10,NGOULOU QUENTIN Andre
26,COD,11,NGANDO OUEDRAOGO Adam
26,COD,12,LUCAU HERDEIRO Junior
26,COD,14,EBANGA NOAH Fabrice
26,COD,15,MVUMBI THIERRY Gauthier
26,COD,16,JACOBY KOALY Jordy
26,COD,17,KIANGEBENI KAWOLA Johan
26,COD,18,EYANGA SIMOKETO Baudric
26,COD,22,BEAUREGARD MBAKA Frederic
26,COD,4,YAHOZA MOGA Christian
26,COD,68,TCHITOMBI Aurelien
26,COD,75,CORNEIL OLIVIER Steeven
26,COD,8,MATHEY JOHN Daniel
26,COD,83,KINZONZOLO MIATUDILA Jacques
26,COD,9,BOUITY GENESE Zephyrin
26,DEN,1,JACOBSEN Niklas Landin
26,DEN,12,NIELSEN Emil
26,DEN,14,ZACHARIASSEN Anders
26,DEN,15,JENSEN Magnus Saugstrup
26,DEN,17,SVAN Lasse J.
26,DEN,21,JENSEN Henrik Mollgaard
26,DEN,22,LARSEN Mads Mensah
26,DEN,24,HANSEN Mikkel
26,DEN,25,OLSEN Morten Toft
26,DEN,26,HANSEN Johan P.
26,DEN,28,ANDERSSON Lasse B.
26,DEN,31,NIELSEN Nikolaj Oris
26,DEN,32,HOLM Jacob T.
26,DEN,33,GIDSEL Mathias
26,DEN,34,JENSEN Simon Hald
26,DEN,4,JACOBSEN Magnus Landin
27,BRA,1,SANTOS Maik
27,BRA,10,TOLEDO Jose
27,BRA,13,MORAES Rogerio
27,BRA,16,da ROSA Rangel
27,BRA,19,CHIUFFA Fabio
27,BRA,2,TEIXEIRA Henrique
27,BRA,25,TEIXEIRA Vinicius
27,BRA,33,DUTRA Leonardo
27,BRA,34,LUCIANO Jose
27,BRA,35,PONCIANO Thiago
27,BRA,37,LANGARO Haniel
27,BRA,4,SILVA Joao
27,BRA,5,TORRIANI Guilherme
27,BRA,77,HACKBARTH Rudolph
27,BRA,89,ALMEIDA Cesar
27,BRA,95,RODRIGUES Gustavo
27,TUN,12,MAGGAIZ Marouen
27,TUN,15,HAJ YOUSSEF Khaled
27,TUN,19,SANAI Mosbah
27,TUN,22,MAAREF Yousef
27,TUN,27,RZIG Issam
27,TUN,39,SOUSSI Mohamed
27,TUN,55,TOUMI Ghassen
27,TUN,66,JBELI Islem
27,TUN,69,JABALLAH Jihed
27,TUN,7,MAJDOUB Ramzi
27,TUN,71,DARMOUL Mohamed Amine
27,TUN,77,ZAIED Skander
27,TUN,92,JAZIRI Oussama
27,TUN,94,HARBAOUI Mehdi Sadri
27,TUN,96,BEN ABDALLAH Anouar
27,TUN,97,MARGHELI Achraf
28,ESP,1,PEREZ de VARGAS MORENO Gonzalo
28,ESP,10,DUJSHEBAEV DOVICHEBAEVA Alex
28,ESP,11,SARMIENTO MELIAN Daniel
28,ESP,12,CORRALES RODAL Rodrigo
28,ESP,14,SOLE SALA Ferran
28,ESP,17,FIGUERAS TREJO Adrian
28,ESP,21,CANELLAS REIXACH Joan
28,ESP,24,MORROS de ARGILA Viran
28,ESP,28,GOMEZ ABELLO Aleix
28,ESP,29,ARINO BENGOECHEA Aitor
28,ESP,30,GUARDIOLA VILLAPLANA Gedeon
28,ESP,5,MAQUEDA PENO Jorge
28,ESP,52,MARCHAN CRIADO Ruben
28,ESP,59,DUJSHEBAEV DOVICHEBAEVA Daniel
28,ESP,6,FERNANDEZ PEREZ Angel
28,ESP,9,ENTRERRIOS RODRIGUEZ Raul
28,POL,11,MAJDZINSKI Maciej
28,POL,16,WYSZOMIRSKI Piotr
28,POL,19,CZUWARA Jan
28,POL,20,PILITOWSKI Maciej
28,POL,23,MORYTO Arkadiusz
28,POL,26,DASZEK Michal
28,POL,28,GEBALA Maciej
28,POL,30,PRZYBYLSKI Rafal
28,POL,36,DAWYDZIK Dawid
28,POL,4,OLEJNICZAK Michal
28,POL,48,GEBALA Tomasz
28,POL,49,CHRAPKOWSKI Piotr
28,POL,6,KRAJEWSKI Przemyslaw
28,POL,7,WALCZAK Patryk
28,POL,9,SICKO Szymon
28,POL,94,MORAWSKI Adam
30,HUN,12,SZEKELY Marton
30,HUN,15,GYORI Matyas
30,HUN,2,SIPOS Adrian
30,HUN,20,ROSTA Miklos
30,HUN,22,SUNAJKO Stefan
30,HUN,23,MATHE Dominik
30,HUN,24,BORBELY Adam
30,HUN,25,RODRIGUEZ ALVAREZ Pedro
30,HUN,27,BANHIDI Bence
30,HUN,30,SZITA Zoltan
30,HUN,33,ANCSIN Gabor
30,HUN,39,BODO Richard
30,HUN,47,HORNYAK Peter
30,HUN,66,LEKAI Mate
30,HUN,7,BOKA Bendeguz
30,HUN,77,HANUSZ Egon
30,URU,12,VIERA GRANO Andres Antonio
30,URU,13,CANCIO CASAS Maximo Esteban
30,URU,15,MENDEZ SUAREZ Bruno Valentin
30,URU,16,GONZALEZ ALLOZA Felipe Alfonso
30,URU,17,MORANDEIRA Diego
30,URU,19,BOTEJARA MERINGOLO Rodrigo Javier
30,URU,2,CHAPARRO ALMADA Gabriel
30,URU,20,RUBBO RODRIGUEZ Federico
30,URU,22,VECINO SZOLNO Sebastian Geronimo
30,URU,24,VELAZCO FERNANDEZ Alejandro Martin
30,URU,26,ECHEVERRY RAIJ Matias
30,URU,34,GOYOAGA ALONSO Geronimo
30,URU,36,ROSTAGNO RIOS Christian David
30,URU,4,LISTON GALBARINI Facundo Manuel
30,URU,40,de AGRELA MILGRON Maximiliano
30,URU,9,FABRA GENTILE Nicolas Gonzalo
31,JPN,12,IWASHITA Yuta
31,JPN,13,KASAHARA Kenya
31,JPN,14,KITAZUME Asumi
31,JPN,18,NARITA Kohei
31,JPN,19,TOKUDA Shinnosuke
31,JPN,20,WATANABE Jin
31,JPN,21,DOI Remi Anri
31,JPN,22,SAKAI Motoki
31,JPN,25,MOTOKI Hiroki
31,JPN,27,TAMAKAWA Hiroyasu
31,JPN,31,YOSHINO Tatsuki
31,JPN,33,AGARIE Yuto
31,JPN,38,MIZUMACHI Kotaro
31,JPN,40,TAKANO Sota
31,JPN,41,TOKUDA Rennosuke
31,JPN,43,YOSHIDA Shuichi
31,QAT,10,MARZO Frankis
31,QAT,12,SARIC Danijel
31,QAT,13,ABIDI Mohamed
31,QAT,19,SASSI Marwan
31,QAT,2,ALKRAD Mustafa
31,QAT,20,DAMJANOVIC Jovo
31,QAT,23,BERRACHED Allaedine
31,QAT,33,ROMANE Houssem
31,QAT,37,SAMI Yassine
31,QAT,4,MABROUK Hassan
31,QAT,44,GUEHIS Amine
31,QAT,66,ABDELFATTAH Omar
31,QAT,7,MADADI Ahmad
31,QAT,81,DHIAB Amor
31,QAT,86,HASSABALLA Mahmoud
31,QAT,94,ZAKKAR Ameen
32,ANG,10,NASCIMENTO Manuel Antonio Domingos
32,ANG,13,TATI Mario De Jesus Ntida
32,ANG,14,CHICOLA Claudio A. Patricio
32,ANG,15,PANZO Mayomona Antonio
32,ANG,16,MUACHISSENGUE Giovany R. De Nelumba
32,ANG,2,QUITONGO Agnelo Adao Tavares
32,ANG,20,GOUVEIA Custodio Joao
32,ANG,21,PESTANA Adelino Anderson
32,ANG,22,ANTONIO Elias
32,ANG,3,AGUIAR Jaroslav Catraio Joao De
32,ANG,4,TECA Gabriel Massuca
32,ANG,5,HEBO Rome Antonio Diogo
32,ANG,7,LOPES Claudio Carneiro
32,ANG,79,FERREIRA Edvaldo L. Da Silva
32,ANG,8,PASCOAL Otiniel A. Cachacha
32,ANG,9,MANECO Adilson Bruno Celestino
32,CRO,12,PESIC Ivan
32,CRO,13,HORVAT Zlatko
32,CRO,15,KEVIC Janko
32,CRO,17,SARAC Josip
32,CRO,26,STRLEK Manuel
32,CRO,27,CUPIC Ivan
32,CRO,28,MUSA Zeljko
32,CRO,3,MARIC Marino
32,CRO,30,MAMIC Marko
32,CRO,31,SEBETIC Luka
32,CRO,34,BROZOVIC Ilija
32,CRO,35,SUNJIC Mate
32,CRO,39,MANDIC David
32,CRO,45,JAGANJAC Halil
32,CRO,5,DUVNJAK Domagoj
32,CRO,51,MARTINOVIC Ivan
33,CHI,1,BARRIENTOS Felipe
33,CHI,10,FEUCHTMANN Emil
33,CHI,11,SALINAS Esteban
33,CHI,12,GARCIA Felipe
33,CHI,16,GONZALEZ Vicente
33,CHI,17,SALINAS Rodrigo
33,CHI,2,CEBALLOS Sebastian
33,CHI,20,PAVEZ Sebastian
33,CHI,21,FEUCHTMANN Harald
33,CHI,23,CALLEJA Benjamin
33,CHI,29,ONETO Marco
33,CHI,30,AYALA Daniel
33,CHI,4,FEUCHTMANN Erwin
33,CHI,7,REYES Diego
33,CHI,77,DONOSO Victor
33,CHI,9,FRELIJJ Javier
33,MKD,1,MITREVSKI Nikola
33,MKD,11,TALESKI Filip
33,MKD,12,TOMOVSKI Martin
33,MKD,17,MARKOSKI Nikola
33,MKD,18,KUZMANOVSKI Filip
33,MKD,19,KOSTESKI Nenad
33,MKD,21,TANKOSKI Mario
33,MKD,25,KRSTEVSKI Goran
33,MKD,28,POPOVSKI Martin
33,MKD,33,PESHEVSKI Zharko
33,MKD,4,VELKOVSKI Martin
33,MKD,5,STOILOV Stojanche
33,MKD,6,DIMITRIOSKI Dimitar
33,MKD,7,LAZAROV Kiril
33,MKD,8,KUZMANOSKI Cvetan
33,MKD,97,MISHEVSKI Marko
34,EGY,11,MOAMEN Ahmed
34,EGY,15,HESHAM Ahmed
34,EGY,24,ELMASRY Ibrahim
34,EGY,25,NAWAR Wisam
34,EGY,31,ELWAKIL Omar
34,EGY,39,ELDERAA Yehia
34,EGY,42,KADDAH Hassan
34,EGY,45,ELDERAA Seif
34,EGY,5,OMAR Yahia
34,EGY,53,YOUSRI Akram
34,EGY,66,ELAHMAR Ahmed
34,EGY,88,HENDAWY Karim
34,EGY,89,MAMDOUH Mohamed
34,EGY,90,ZEIN Ali
34,EGY,91,SANAD Mohammad
34,EGY,96,ELTAYAR Mohamed
34,SWE,11,PETTERSSON Daniel
34,SWE,12,PALICKA Andreas
34,SWE,15,WANNE Hampus
34,SWE,16,AGGEFORS Mikael
34,SWE,18,PETTERSSON Fredric
34,SWE,19,CLAAR Felix
34,SWE,2,CARLSBOGARD Jonathan
34,SWE,22,PELLAS Lucas
34,SWE,24,GOTTFRIDSSON Jim
34,SWE,26,PERSSON Linus
34,SWE,27,SUNNEFELDT Oskar
34,SWE,28,EDVARDSSON Jonathan
34,SWE,33,SANDELL Lukas
34,SWE,5,DARJ Max
34,SWE,62,CHRINTZ Valter
34,SWE,8,JONSSON Alfred
35,ALG,15,SAKER Redouane
35,ALG,16,ZEMOUCHI Yahia
35,ALG,18,KAABECHE Hichem
35,ALG,2,NAIM Zohir
35,ALG,21,BOUDJENAH Oussem
35,ALG,22,GHEDBANE Khalifa
35,ALG,23,ABDERAHIM Berriah
35,ALG,25,BENDJILALI Sofiane
35,ALG,26,KOURI Mokhtar
35,ALG,36,ABDELKADER Rahim
35,ALG,4,HELLAL Nouredine
35,ALG,44,HADJ SADOK Moustapha
35,ALG,6,BERKOUS Messaoud
35,ALG,7,HICHEM Daoud
35,ALG,77,ARIB Reda
35,ALG,87,AYOUB Abdi
35,POR,1,QUINTANA Alfredo
35,POR,10,MARTINS Miguel
